
tweet_date,tweet_id,tweet_source,tweet_user,tweet_user_location,tweet_user_follower,tweet_user_friends,tweet_user_nstatuses,tweet_hashtags,tweet_mentions,tweet_text 
2019-05-30 21:46:44,1134214585093828608,Twitter for Android,GusMoelyadi,,1040,1426,2685,DoaBersamaTragedi2122Mei,,bong bong bongyg hina itu pakai fasilitas negara utk kepentingan pribadi yg konyol itu pakai uang rakyat untuk membeli suara rakyatbedebah itu namanya 
2019-05-30 21:46:39,1134214563631652864,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,banyak kader cakap golkar layak gantikan airlangga ― 
2019-05-30 21:46:28,1134214517515153408,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Quinlan86861876,tentunya di follback doongbiar smakin erat persaudaraan pendukung 02 
2019-05-30 21:46:24,1134214499458699264,Twitter for Android,DepatiKumbang,Indonesia,215,212,839,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6 DamailahNegeri,indonesia 
2019-05-30 21:46:17,1134214471545581568,Twitter for Android,YuspitaNeneng,,372,691,1420,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Hacknet_71,asyiaaaap  
2019-05-30 21:46:08,1134214433842974720,Twitter for Android,Andy03711351,,311,875,952,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kenyoriee JohnZEddi1 TitiekSoeharto,masya allah 
2019-05-30 21:45:59,1134214396782137345,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei,TitiekSoeharto KasanBaret,jangan menyerah mba titiekkami kan slalu mendukungmu
2019-05-30 21:45:37,1134214302368317440,Twitter for Android,Muhzind1,,315,342,3106,DoaBersamaTragedi2122Mei,syuaiby,kalo ngliat tni eunak gitu adem rukun sprti gak ada jarak menyatu sama masyarakat tapi kalo yg coklat kok gak bisa gitu ya
2019-05-30 21:45:35,1134214295041036288,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,otto hasibuan kasus blbi untuk sjamsul nursalim sudah kadaluwarsa ― 
2019-05-30 21:44:34,1134214041667362816,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,menhan sedih senior dan juniornya di tni diduga makar ― 
2019-05-30 21:43:56,1134213880693964800,Twitter for Android,IsmailRojali,di warung kopi tubruk,101,266,209,DoaBersamaTragedi2122Mei,,sebelumnya kami masih mendengar alunan merdu suara adzannyanamun setelahnya kami tak mendengar lagi suaranyakrn kami yg mengadzani dan mensholati nya 
2019-05-30 21:43:33,1134213784208322562,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,titiek soeharto kecam tindakan represif oknum aparat saat aksi 2122 mei ― 
2019-05-30 21:42:34,1134213536752709632,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,banyak korban 2122 mei ketua fpi mahasiswa sudah nggak bisa diharapin ― 
2019-05-30 21:42:27,1134213505521860608,Twitter for Android,rafa_rajasunda,,1932,1675,11528,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6 Speeder08,siap boss 
2019-05-30 21:42:22,1134213486681051136,Twitter for Android,Khoirun90199724,,1194,1117,3393,DoaBersamaTragedi2122Mei,,agstafirullahdi jaman sekarang kedudukan presiden jokowi melebihi allah dulu jaman orba yg di anggap otoriter seorang arswendo di penjara karna menepatkan nama nabi muhammad saw di urutan bawah setelah nama presiden soeharto 
2019-05-30 21:41:07,1134213173844750345,Twitter for Android,Muhzind1,,315,342,3106,DoaBersamaTragedi2122Mei,axdwin Ariefruh,korban sudah jelasoutopsi sudah jelas hasilyapelaku penembakannya sudah jelas belom pak pol
2019-05-30 21:40:39,1134213056009916416,Twitter for Android,Abdurra84193457,,4,19,144,DoaBersamaTragedi2122Mei,,kita 
2019-05-30 21:40:36,1134213040591654913,Twitter for Android,KamelRosidah,,602,646,8236,DoaBersamaTragedi2122Mei,MichelAdamNew,allahuakbar tambah semangat berjuang nih
2019-05-30 21:40:24,1134212992642428929,Twitter for Android,om4ci,,267,269,950,DoaBersamaTragedi2122Mei,liem_id IwanSal41662205,aamiin ya robbal alamiin
2019-05-30 21:40:21,1134212980202074112,Twitter for Android,epulabinagalih,"Malacca, Malaysia",662,751,224,DoaBersamaTragedi2122Mei,BangPino__,russssaaaaak jadinya 
2019-05-30 21:40:19,1134212972459450368,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,theLilySita,dua alasan yg masuk akal memang 
2019-05-30 21:39:18,1134212713742159872,Twitter Web App,28_alivia,Bandung Punya Cerita,1031,796,1999,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,,buat para pejuang yuk dibantu subscribe chanel fpi ini 
2019-05-30 21:39:17,1134212712093835264,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 Abengridwan81 demithbunton wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,mantapp waykanan punya bandara skrg hehe 
2019-05-30 21:38:28,1134212503309885440,Twitter for Android,un69u,Indonesia,518,720,820,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Olivefender_mu deeyanluvrock prabowo sandiuno prabowo sandiuno,pendukung pak itu militan :smiling_face_with_heart-eyes: jangankan harta nyawa pun kami ashiyaaaaaap 
2019-05-30 21:38:24,1134212488914882561,Twitter for Android,Ilham34818281,,47,184,322,DoaBersamaTragedi2122Mei,,waktunya solat subuh yuk subuhan berjamaah ramaikan solat subuh seperti solat jum at 
2019-05-30 21:38:17,1134212460045524994,Twitter for Android,DenKenarok,,289,148,177,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,,kalo asn dukung prabowo emangnya knp pak mau dipecat apa mau dilaporkan pulisi asn mau nyoblos siapapun kan haknya dia lagian bgmn kok bpk bisa tahu mereka nyoblos prabowo dr mana 
2019-05-30 21:37:54,1134212361139544064,Twitter for iPhone,fadliloways,Earth,32,137,358,DoaBersamaTragedi2122Mei,,harapan terlalu indah jalanan begitu sepi dan akhir dari sebuah asa terihat mudah dan rapi salam kemanusiaan
2019-05-30 21:37:46,1134212327526395904,Twitter for Android,butiranharapan,"DKI Jakarta, Indonesia",186,88,555,DoaBersamaTragedi2122Mei,,semakin mesra saja jokowi pilih jateng dan batam tampung relokasi industri china 
2019-05-30 21:37:39,1134212298866741249,Twitter for iPhone,DeeKwi,,525,950,2501,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,PKepo2 boed_mr,kan transparan curangnya  
2019-05-30 21:37:24,1134212236593860609,Twitter for Android,Riast10,NKRI,13095,3372,19871,DoaBersamaTragedi2122Mei,gareng_nala nanokhalish Orang_Atjeh NCemplux AnzaraYuli Bellysetiawan92 ira_dyahloka DewiePramesty adeira78 Winarko_yuli AngelycaNayoan2 PedoHunt_Ina tuanmarajo Soya_sw aziz_ua EtanJowo kangsemproel wongAlas901 TeguhHar007 Majapahitprabu Miqdad_2,yukk subuhan duluu
2019-05-30 21:37:08,1134212170655264768,Twitter for Android,om4ci,,267,269,950,DoaBersamaTragedi2122Mei,bagasrahadi MichelAdamNew,aamiin ya robbal alamiin
2019-05-30 21:36:45,1134212073322295296,Twitter Web App,pilotdelman29,"pejaten, USA",384,713,2006,DoaBersamaTragedi2122Mei,evi_eve_,belum berakhir mak tahun ini sepertinya ujian tiada akhir 
2019-05-30 21:36:42,1134212059757834240,Twitter Web App,Mifta83038679,,423,455,946,DoaBersamaTragedi2122Mei,ezakw2019,kejahatan akan terkuak juga
2019-05-30 21:36:19,1134211965360807936,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 Abengridwan81 demithbunton wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,alhamdulillahsebelah mana ni lampungnya ni 
2019-05-30 21:36:06,1134211911094902785,Twitter for Android,nanokhalish,DKI ,342,267,517,DoaBersamaTragedi2122Mei,YuliaIsQueen1 Orang_Atjeh NCemplux AnzaraYuli Bellysetiawan92 gareng_nala,mau nya mereka itu 
2019-05-30 21:35:42,1134211809332752384,Twitter for Android,Babybot81415812,"رماح, المملكة العربية السعودية",252,331,71,DoaBersamaTragedi2122Mei,radjabakti07 Merissamoo11 Akhirza33755501 IbnuQosim13 Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 Selowaja_woi,wkwkkkwkk 
2019-05-30 21:35:36,1134211784145903616,Twitter for Android,ayuchandraputri,,1778,1443,2707,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 IbnuQosim13 Selowaja_woi Babybot81415812,jambak jambul khatulistiwa nya 
2019-05-30 21:35:27,1134211745097035777,Twitter Web App,Ogiturnando1,,0,37,97,DoaBersamaTragedi2122Mei,,semoga kejadian seperti ini tidak terulang lagi 
2019-05-30 21:35:18,1134211709864800256,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 TAdudiah demithbunton Abengridwan81 wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,selamat berpuasa deh 
2019-05-30 21:35:15,1134211695390232577,Twitter for Android,2Cacih,,10,71,46,DoaBersamaTragedi2122Mei,naviza_ava d3wi_4ngel08,kaciiiiiiian mak 
2019-05-30 21:35:12,1134211682392104960,Twitter for Android,khozinalhuda,"Cirebon, Jawa Barat",629,632,2766,AllahBersamaKita DoaBersamaTragedi2122Mei,jokowi,y pa hadapi dengan tenang sambil ber 
2019-05-30 21:34:57,1134211618395394048,Twitter for Android,rahmanudin09,Metropolitan,1086,1233,3520,DoaBersamaTragedi2122Mei,_doncorleone78_,lempar batu sembunyi tangan 
2019-05-30 21:34:49,1134211587512840192,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 demithbunton Abengridwan81 wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,siapp bang ber 
2019-05-30 21:34:21,1134211469065633792,Twitter for Android,Panglima_Rantau,,176,410,805,DoaBersamaTragedi2122Mei,,sahabatku ngambil smp di pesantren walisongo ngabar ponorogo jatim dia berkata gak begitu juga kali masa terima suap dibilang tradisi  ott ttplah ott itu takdir bkn nasibjangan sesuka hatimu merubah batil menjadi hak batil ya batil titik 
2019-05-30 21:34:20,1134211462979772416,Twitter Web App,Ogiturnando1,,0,37,97,DoaBersamaTragedi2122Mei,,subhanalllah walhamdulillah wa laillaha illah wa allahuakbar 
2019-05-30 21:34:08,1134211415433068544,Twitter for Android,imunk_wae,Indonesia,554,465,10848,DoaBersamaTragedi2122Mei,,gara gara tiket cebong maksa jadi kam preeet 
2019-05-30 21:34:03,1134211392213463040,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,indonesiaku 
2019-05-30 21:33:40,1134211295543037952,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei,ismed_nahdi,insya allah mudah2an kita semua pejuang 02 slalu menjaga silaturahim ya mas 
2019-05-30 21:33:39,1134211294196723712,Twitter for Android,om4ci,,267,269,950,DoaBersamaTragedi2122Mei,mjenar2 Fahrihamzah w_runturambi ronavioleta HukumDan jokowi,paud deket rumah lagi butuh pengajar nih tolong mr pilihin juga dong 
2019-05-30 21:33:25,1134211232561369090,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,indonesia merdeka 
2019-05-30 21:33:24,1134211231743504384,Twitter for Android,neknoagam,,17,54,1072,,,al fatihadoabersamatragedi2122mei
2019-05-30 21:33:19,1134211210092531712,Twitter for Android,2Cacih,,10,71,46,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,BangPino__,bolak balik ya 
2019-05-30 21:33:07,1134211160373227520,Twitter for Android,ummuRDzA22,"Sumatera Barat, Indonesia",2210,1404,1795,DoaBersamaTragedi2122Mei DoaUntukBuAni,DonAdam08,walaah terus laporan tindak kecurangan yg liporkn langsung melalui media sosial dibilang hoaxs wiirr wiirr kapan siih omongan ente bisa dipercaya 
2019-05-30 21:32:59,1134211126290395136,Twitter for Android,uz_om,,521,950,867,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 IbnuQosim13 Selowaja_woi Babybot81415812,ojo di jambakdikepang ae kumise 
2019-05-30 21:32:58,1134211119105564672,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,indonesia gemah ripah loh jinawi 
2019-05-30 21:32:57,1134211115137691649,Twitter for Android,Babybot81415812,"رماح, المملكة العربية السعودية",252,331,71,DoaBersamaTragedi2122Mei,Merissamoo11 Akhirza33755501 IbnuQosim13 Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 Selowaja_woi,ealaaah malahaaan wkkwkwkkw
2019-05-30 21:32:48,1134211080694239250,Twitter Web App,j4nyus,,14,47,758,DoaBersamaTragedi2122Mei,,semoga kezaliman segera berakhir 
2019-05-30 21:32:14,1134210936351232006,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,indonesia makmur 
2019-05-30 21:31:59,1134210873919135744,Twitter for Android,MuhammmadAkbarr,,50,290,1002,DoaBersamaTragedi2122Mei,,makin hari makin susah saja menjadi manusia yg manusia  
2019-05-30 21:31:44,1134210809398042626,Twitter for Android,SrikandiPrabowo,,272,714,680,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,indonesia adil 
2019-05-30 21:31:34,1134210767228510209,Twitter for Android,soetasom4,soerbejeh,542,1144,1630,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Zombie_9Q jokowi,malu bertanya sesat di jalan 
2019-05-30 21:31:25,1134210732608745472,Twitter for Android,AndriyDreamer,,95,148,1511,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,HukumDan,2periode bisa bisa jadi 12 orang tuh dari 4 jadi 8miris negeri ku 
2019-05-30 21:31:24,1134210726384492545,Twitter for Android,jaim_la,,309,666,508,InternationalCriminalCourtSOS DoaBersamaTragedi2122Mei,,gila apa ga waras tega2nya interogasi orang tua sampai 28 jam 
2019-05-30 21:31:21,1134210714803982337,Twitter for iPhone,DeeKwi,,525,950,2501,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Teh_TJEMPLUNG AkunTofa,nah skrg krn tuduhan ga berdasar bebaskan tuk pak kivlan bang eggi dll udah salah resources sdh ga sah mereka ditangkep donk 
2019-05-30 21:30:52,1134210590686101504,Twitter for Android,Merissamoo11,,818,931,220,DoaBersamaTragedi2122Mei,Babybot81415812 Akhirza33755501 IbnuQosim13 Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 Selowaja_woi,kecupin aja kecuppp
2019-05-30 21:30:32,1134210507257262080,Twitter for Android,2Cacih,,10,71,46,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,ArulKha55306941 Mbah_Suro_02,semoga para arwah sahid aamiin ya robbal alamiin 
2019-05-30 21:30:21,1134210463531556865,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 Abengridwan81 demithbunton wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,masi bang dikittt 
2019-05-30 21:30:17,1134210445508612096,Twitter Web App,wiseman148,,0,7,134,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,GreenBlack___,perlu bukti nyata dukungan buat korbanlanjutkanjendral
2019-05-30 21:30:09,1134210410033188864,Twitter for Android,Ddcasillas21,,61,133,443,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,KolakUp,bismillah 
2019-05-30 21:30:04,1134210392329035776,Twitter Web App,MattDav42243701,,318,392,1187,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,aburasyid13,rekayasa semua 
2019-05-30 21:29:57,1134210363547738113,Twitter for Android,Bayu78546520,"Kota Surabaya, Jawa Timur",0,10,133,DoaBersamaTragedi2122Mei,,nge tweet dulu biar eksis 
2019-05-30 21:29:57,1134210361060515840,Twitter for iPhone,Wizard40787547,,1910,1495,2660,DoaBersamaTragedi2122mei,nandan_suryana,mantap 
2019-05-30 21:29:36,1134210273978400768,Twitter for iPhone,DeeKwi,,525,950,2501,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Teh_TJEMPLUNG,ada gitu makar si sebar luaskan makar tuh diem2 kaya di turki tuh dan untungnya gagal lah ini refer ke medsos namanya ge'er dan parno krn dosa2nya sendiri 
2019-05-30 21:29:36,1134210272694947840,Twitter for Android,AremaMoker,,107,284,181,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,lutfimuhamad008,negri dagelan d mana bnyak kacung yg hilang jati diri krn hilang nurani dan akalnya 
2019-05-30 21:29:17,1134210196018909185,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,demithbunton kuatman02 Abengridwan81 wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,lmpung masi dipantau imsaknya 
2019-05-30 21:28:50,1134210079727611904,Twitter for Android,nandan_suryana,bandung,462,539,2460,DoaBersamaTragedi2122Mei,Wizard40787547,lanjut dengan 
2019-05-30 21:28:45,1134210058059862016,Twitter Web App,bayubakrie,,1662,1743,2560,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kuatman02 Abengridwan81 demithbunton wiramappaconga FatkurIsti almus95241743 ARahman17348499 SaipulAnsari1 SatpollPepe muliaahmad87 RedWhite1945,dikit lagi tmptku 
2019-05-30 21:28:39,1134210036484284417,Twitter for Android,OktermanL,,621,804,3238,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Arie36740755 Najwa_AlSaggaf,berpisah belum tentu bercerai ada ketentuan syari dan atau administrasi yg hrs dipenuhi 
2019-05-30 21:28:36,1134210020378259456,Twitter for Android,mamanaviren,,240,582,671,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,RedWhite1945,saya belom di folbek 
2019-05-30 21:28:31,1134210002296532992,Twitter for Android,Taxaperia,"Majene, Sulawesi Barat",205,374,938,DoaBersamaTragedi2122Mei,anonLokal,si tukang ramal
2019-05-30 21:28:31,1134210002208509952,Twitter for Android,ummuRDzA22,"Sumatera Barat, Indonesia",2210,1404,1795,DoaBersamaTragedi2122Mei,iswan214,kuatlah ikhlas allah akan membalas dari tiap2 rasa sakit jangan adukan pada penegak hukun saja tapi adukan kepada si pemilik nyawa penguasa hukum itu biar allah membalaskan 
2019-05-30 21:28:11,1134209917009580032,Twitter for Android,Anne04951199,,578,734,2581,DoaBersamaTragedi2122Mei InternationalCriminalCourtSOS,Teh_TJEMPLUNG,hadeuuuh 
2019-05-30 21:27:56,1134209854409568256,Twitter for Android,tigers_killer,,3525,3499,4624,DoaBersamaTragedi2122Mei,DyasviantiRatna 8294diyah_ro,kuyy nii cebong udh parah bgt ngehina kita masak klean mo diem ajj dan ga perduli segera ras keras mereka berdua 
2019-05-30 21:27:53,1134209840736116736,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,Ravenan10 Carroline_08 jokowi CintaNKRI12 Rania_Larasati,tulus datang klo lg kepepet
2019-05-30 21:27:52,1134209835799523330,Twitter for Android,uz_om,,521,950,867,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,SiBey58 Merissamoo11 Babybot81415812 Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 IbnuQosim13 Selowaja_woi DinzSyaef KolakUp,siap 123 
2019-05-30 21:27:50,1134209830695165952,Twitter for Android,RowJack2,,200,230,244,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,RedWhite1945,ane belum tubuh 
2019-05-30 21:27:17,1134209689229463552,Twitter for Android,Tauhidah5,,263,344,942,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,naungs OrangBeriman6,maksiiii 
2019-05-30 21:27:00,1134209620052811776,Twitter for Android,Taxaperia,"Majene, Sulawesi Barat",205,374,938,DoaBersamaTragedi2122Mei,mukmin_mighty,duuhh kalo cebong   ungud mah bebas
2019-05-30 21:26:47,1134209563190734848,Twitter for Android,RowJack2,,200,230,244,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Olivefender_mu guswatulfurqan1 Abengridwan81 MShidiq11 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya ARahman17348499 Taufikato1 UmarSE2 IbnuQosim13 Selowaja_woi Babybot81415812,ane siap jambak kalau gak di follback 
2019-05-30 21:26:39,1134209531011985408,Twitter for Android,nandan_suryana,bandung,462,539,2460,DoaBersamaTragedi2122Mei,WandiLau3,lanjut
2019-05-30 21:26:37,1134209521612541952,Twitter for Android,Tauhidah5,,263,344,942,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,kurmo_ajuaa OrangBeriman6,ada yg kebakaran jenggot 
2019-05-30 21:26:28,1134209485566701568,Twitter Web App,MattDav42243701,,318,392,1187,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,ayesha_evi SiBey58 roe_sharkz Hacknet_71 difa79 Ninot_nier Merissamoo12 Indilarasati3 KolakUp DinzSyaef,bimillah 
2019-05-30 21:26:28,1134209483826012160,Twitter for Android,hwmaswin1,,406,302,5313,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,KolakUp GarisLurus_369,allahuakbar 
2019-05-30 21:26:27,1134209482764906496,Twitter for Android,nanokhalish,DKI ,342,267,517,DoaBersamaTragedi2122Mei,Mbah_Suro_02 SiBey58 KolakUp L45K4R_Surajaya ayesha_evi Ninot_nier Merissamoo12 99999durga Zoemient12 Aikyan_ Olivefender_mu djamal_baraja KhalishRanu,kudu jangan melempem 
2019-05-30 21:26:27,1134209480701370368,Twitter for Android,om4ci,,267,269,950,DoaBersamaTragedi2122Mei,ruhutsitompul,masih punya kuping toh untuk mendengar 
2019-05-30 21:26:18,1134209441081905152,Twitter for Android,DenKenarok,,289,148,177,DoaBersamaTragedi2122Mei,,yogya hadir lam kenal 
2019-05-30 21:25:59,1134209365286612992,Twitter for Android,sultan_dogie,"Kota Bogor, Jawa Barat",799,1224,680,DoaBersamaTragedi2122Mei,,masih gak percaya sama orang yang masih doyan sama duit 
2019-05-30 21:25:59,1134209364313628672,Twitter for Android,jurdilselalu,,219,245,2355,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,syafrinkar,semoga sadar sblm terlambat 
2019-05-30 21:25:55,1134209345321725952,Twitter Web App,dinaoktavia404,"Wonogiri,Jakarta,Cikarang",96,123,336,DoaBersamaTragedi2122Mei,,ya allah semoga yang menjadi korban rusuh di tempatkan di sisimu aamiin 
2019-05-30 21:25:51,1134209331711266816,Twitter for Android,Tauhidah5,,263,344,942,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,sang_manarah OrangBeriman6,angkaaat 
2019-05-30 21:25:44,1134209298769145856,Twitter Web App,Kapamenan6,,1469,1950,1037,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,MichelAdamNew KingPurw4 KhalishRanu WiwisMbecak aiek_esthreem,selamat pagi 
2019-05-30 21:25:43,1134209295707279361,Twitter for Android,Arifin_Saha,"Kota Tual,Maluku",49,141,1428,DoaBersamaTragedi2122Mei,,harus secepatnya menemukan penyebab meninggalnya korban kerusuhan 
2019-05-30 21:25:29,1134209235556872192,Twitter for Android,Rania_Larasati,,1356,125,562,RakyatBergerak RakyatMelawan DoaBersamaTragedi2122Mei JokowiMundurlah,,para ulama menolak proyek obor 
2019-05-30 21:25:21,1134209202467983360,Twitter for Android,Tauhidah5,,263,344,942,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JGenjir OrangBeriman6,sikaaaat 
2019-05-30 21:25:15,1134209178791174145,Twitter for Android,ChessNaufal,,40,104,276,DoaBersamaTragedi2122Mei,Olivefender_mu prabowo sandiuno,tagar ketinggalan wkwk
2019-05-30 21:25:03,1134209128539181056,Twitter Web App,agusfatria1,Bandung,1354,1467,3310,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,UyokLagi,power is nothing without controls pernah baca itu di iklan ban cocok buat yg mulia  
2019-05-30 21:25:03,1134209127054315520,Twitter for Android,Miftahu20854589,,181,1076,166,DoaBersamaTragedi2122Mei JumatBerkah,Budhe_bonbon,insyaallah 
2019-05-30 21:24:58,1134209108964364289,Twitter for Android,butiranharapan,"DKI Jakarta, Indonesia",186,88,555,DoaBersamaTragedi2122Mei,,tak disangka mantan ketua mk dan sekarang menjadi anggota bpip bisa mengeluarkan ucapan seperti inimahfud md kivlan dan eggy semula galak ketakutan setelah ditangkap
2019-05-30 21:24:58,1134209106380697600,Twitter for Android,NissaIRT,InYourHeart,1416,847,191,DoaBersamaTragedi2122Mei,Danangsasongko9 Fakeisreal1 PutraKambar1 ummuRDzA22 Msyahid72815741 toattackbarbars Abadi2711 print_case RI_OcT7 AyeshaEvi the_bLack12321 Rere_AYS17 iemanx06 Wota_PS08,yupzz
2019-05-30 21:24:35,1134209012168155137,Twitter for Android,nanokhalish,DKI ,342,267,517,DoaBersamaTragedi2122Mei,Mbah_Suro_02 SiBey58 KolakUp L45K4R_Surajaya ayesha_evi Ninot_nier Merissamoo12 99999durga Zoemient12 Aikyan_ Olivefender_mu djamal_baraja KhalishRanu,bhahaha sklian gembok double ya cak 
